FIPS,county,IRR2000,IRR2010,pct_change_proprietors_2000_2017,proprietors_2000,proprietors_2017,pct_proprietors_employment_2000,pct_proprietors_employment_2010,pct_proprietors_employment_2017,total_employment_2017,wage_salary_jobs_2017,pct_change_pro_emp_2000_2017,pct_change_pro_emp_2010_2017,pct_broadband_FCC,pct_broadband_MS,state,venturedensitymay18,venturedensitynov18,venturedensityfeb19,venturedensitysep19,venturedensityoct19,venturedensitynov19,venturedensitydec19,highlyactive_vdmay18,highlyactive_vdnov18,highlyactive_vdfeb19,highlyactive_vdsep19,highlyactive_vdoct19,highlyactive_vdnov19,highlyactive_vddec19,prosperityindex2016,prosperity2007,change_prosperity,frac_BB.sept,frac_BB.oct,frac_BB.nov,frac_BB.dec,emp_cbp_2012,est_cbp_2012,est_50_cbp_2012,est_10_cbp_2012,pct_50_est_cbp_2012,pct_10_est_cbp_2012,emp_cbp_2017,est_cbp_2017,est_50_cbp_2017,est_10_cbp_2017,pct_50_est_cbp_2017,pct_10_est_cbp_2017,emp_cbp_2018,est_cbp_2018,est_50_cbp_2018,est_10_cbp_2018,pct_50_est_cbp_2018,pct_10_est_cbp_2018,neest_nemp_2012,nonfarmneest_nemp_2012,pct_nonfarmneest_nemp_2012,neest_nemp_2017,nonfarmneest_nemp_2017,pct_nonfarmneest_nemp_2017,neest_nemp_2018,nonfarmneest_nemp_2018,pct_nonfarmneest_nemp_2018,chg_pct_nonfarmneest_nemp_2012_2018,pct_fixed_acs_2018,pct_nobroadband_acs_2018,pct_cellular_acs_2018,pct_sat_acs_2018,pct_anybroadband_acs_2018,totalemp_bea_2012,totalemp_bea_2018,salaryemp_bea_2012,salaryemp_bea_2018,proprietors_bea_2012,proprietors_bea_2018,nonfarmproprietors_bea_2012,nonfarmproprietors_bea_2018,pct_nonfarm_bea_2012,pct_nonfarm_bea_2018,pct_chg_bea_2012_2018,emp_abs_2012,firm_2012,emp_abs_2017,firm_2017,chg_firm_2012_2017,RUCC_2013,metro_desc,pctboomers_2019,pctgenx_2019,pctmilennial_2019,population_2019,pctlessthanhigh_2019,pctbachelors_2019,pctgraduate_2019,pctagriculture_2019,pctconstruction_2019,pctmanufacture_2019,pctwholesale_2019,pctretail_2019,pcttransportation_2019,pctinformation_2019,pctfinance_2019,pctprofessional_2019,pctedu_healthcare_social_2019,pctarts_ent_2019,pctother_occupation_2019,pctpublic_admin_2019,pct_self_employed_2019,venturedensity_mean,highlyactive_vd_mean,pct_broadband_mlab,pct_broadband_FCC_2019,mediandown,medianup,prom_provider,prom_tech
48135,Ector County,0.44,0.44,0.829261496,10765,19692,0.1718,0.2002,0.208343473,94517,74825,0.0365,0.0081,0.76,0.41,Texas,1.021041036,1.519157529,2.327372789,1.799301982,2.494273663,1.823151946,1.825903893,0.2928873,0.266358525,0.436749637,0.346742873,0.319454402,0.339863054,0.3394044,51.96595764,62.96985626,-11.00389862,0.21352694640252243,0.19734304693109242,0.27781906629451075,0.36073262805030576,57488,3502,3271,2248,0.9340376927470018,0.6419189034837236,59190,3639,3422,2350,0.9403682330310524,0.645781808189063,66620,3782,3540,2423,0.9360126916975146,0.6406663141195135,10478,10127,0.11026185421089879,12423,21354,0.22592761090597457,13754,21770,0.2105721332881946,0.6163110320985801,56.9,18.1,18.4,8.6,81.9,91845,103385,74373,82202,17472,21183,17238,20943,0.18768577494692146,0.2025729070948397,0.01488713214791823,65824,2994,58878,2975,-19,3,Metro,0.15308350829909217,0.23695276826913242,0.31395173953063055,166223,23.900000000000006,11.3,4.2,14.6,9.7,6,4,12.7,7,1,5,6.2,15.8,8.5,6.4,3.2,6.2,1.830028976857143,0.334494313,0.2623554219196078,"0,5467819",25,"3,0","SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",60
48137,Edwards County,0.66,0.67,-0.098660171,821,740,0.6215,0.5596,0.570547417,1297,557,-0.051,0.0109,0.42,0.06,Texas,0.739644945,1.035502911,1.035502911,1.415701389,1.415701389,1.415701389,1.415701389,0.246548325,0.246548325,0.345167667,0.302390428,0.45045045,0.291963178,0.291963178,66.20310211,85.25954437,-19.05644226,0.04083492150453128,0,0.07388804954641243,0.05703117312430423,161,38,38,34,1,0.8947368421052632,286,41,39,32,0.9512195121951219,0.7804878048780488,291,39,36,31,0.9230769230769231,0.7948717948717948,199,171,0.14406065711878685,225,334,0.25751734772552043,210,354,0.27699530516431925,0.8264178033022255,36,55.7,3.2,5.7,44.3,1187,1278,504,552,683,726,316,343,0.2662173546756529,0.2683881064162754,0.002170751740622534,155,40,60,NA,NA,9,Nonmetro,0.31780538302277433,0.19461697722567287,0.18115942028985507,1932,24.299999999999997,18.6,2.2,17,11.6,1.7,0,10.3,15.1,1,10.5,2.5,13.3,8.5,6.7,1.8,16.5,1.2104937604285715,0.310718793,0.04293853604381198,"0,4746053",10,"1,3","ViaSat, Inc.",60
48139,Ellis County,0.45,0.43,1.437127396,10903,26572,0.2343,0.3491,0.335644903,79167,52595,0.1013,-0.0135,1,0.35,Texas,2.297394276,4.169761181,6.067717075,5.06302309,3.93506217,5.120872974,5.095005035,0.750304878,0.770166934,1.044780731,1.163686533,0.709742486,1.124982256,1.135936286,59.52899933,61.11391068,-1.584911346,0.22165002471770584,0.25361653316386895,0.29831191190814804,0.30739161514301955,34461,2569,2452,1899,0.9544569871545349,0.7391981315687037,45132,3002,2833,2159,0.9437041972018654,0.7191872085276483,46240,3076,2903,2204,0.9437581274382315,0.716514954486346,12222,10454,0.15800610622411657,15022,26915,0.33997751588414366,16101,28859,0.34342052026560677,0.9370303201101954,56.9,15,14.6,17.5,85,66162,84034,43368,55260,22794,28774,20745,26756,0.31354856261902603,0.3183949353832972,0.00484637276427119,36081,2114,43566,2523,409,1,Metro,0.2041108934890113,0.2640754006470951,0.26007704543733023,184826,14.299999999999997,16.3,6.9,1.7,9,13.4,3,11.1,7.3,1.8,6.6,9.6,20,7.4,5.1,3.8,6.9,4.535547971571429,0.9570857291428572,0.2702425212331856,"0,5069593",25,"3,0",AMG Technology Investment Group,60
48141,El Paso County,0.34,0.33,0.869539363,47087,88031,0.1454,0.1981,0.20224923,435260,347229,0.0568,0.0041,0.98,0.33,Texas,0.752046585,1.866500616,1.847426534,1.433265924,1.751167536,1.463622808,1.457888722,0.373679161,0.381361604,0.370804906,0.294461637,0.302996159,0.283921068,0.282824831,34.41440964,31.81476212,2.599647522,0.289362255338589,0.287210340583443,0.37441645171916377,0.3949447588431041,219858,13745,12949,9665,0.9420880320116406,0.7031647871953438,237385,14569,13664,10089,0.9378818038300502,0.6924977692360491,242717,14845,13936,10343,0.9387672617042775,0.6967329067025935,54434,47320,0.11686605352326948,61763,102567,0.23564536139319028,64533,112769,0.25236093954204486,0.8781529158838636,57.9,25.2,13.5,6,74.8,404908,446856,325195,353909,79713,92947,79149,92381,0.19547403360763432,0.20673550315985462,0.011261469552220293,215602,10041,249384,11234,1193,2,Metro,0.17609545802263482,0.23792416453973725,0.30004241943286647,839238,22.5,15.3,7.4,1,6,6.6,2.8,11.8,7,1.9,4.9,10.9,25.4,10.2,4.2,7.2,6.1,1.5102741035714287,0.3271499094285714,0.33648345162107496,"0,4562326",18,"1,3","SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",60
48143,Erath County,0.52,0.52,0.457008467,5315,7744,0.2709,0.29,0.303745833,25495,17751,0.0328,0.0137,1,0.17,Texas,1.623975754,3.343913794,3.370980024,3.476985693,2.713401079,3.460428476,3.436775684,0.803230464,0.789842784,0.666814327,0.793606788,0.555116057,0.789906923,0.782507379,34.66606522,52.826896669999996,-18.16083145,0.19411102497177668,0.19320651067128936,0.23180564563580372,0.21373845062802307,11727,927,888,687,0.9579288025889967,0.7411003236245954,12432,996,954,732,0.95783132530120485,0.7349397590361446,12642,983,936,723,0.9521871820956256,0.7355035605289929,2891,2688,0.1179050793929292,3394,5820,0.228280054912728,3545,6326,0.2423012103569787,0.8547031080845716,55.8,25.2,10.3,10.9,74.8,22798,26108,15895,18109,6903,7999,4958,6077,0.21747521712430914,0.2327639037842807,0.015288686659971545,10581,738,12088,907,169,4,Nonmetro,0.19577029369057097,0.20303058691273596,0.312871797273877,42698,13.900000000000006,19.6,10.1,6.7,5.8,13,1.6,8.9,4.6,1.3,3.5,8.4,24.3,11.8,6.8,3.3,9.3,3.060922929142857,0.7401463888571428,0.20821540797672322,"0,6518958",25,"3,0","ViaSat, Inc.",60
48145,Falls County,0.53,0.54,-0.160025102,3187,2677,0.4054,0.3706,0.401409507,6669,3992,-0.004,0.0308,0.43,0.02,Texas,0.202722266,0.845641494,0.498117566,1.126472116,1.540974021,1.065028191,1.075268865,0.085490882,0.110049233,0.075296842,0.614075828,0.120570734,0.589396665,0.576331234,17.15052414,16.62482071,0.52570343,0,0.0336819906303959,0.06649924459177119,0.013988778313508586,1641,220,215,179,0.9772727272727273,0.8136363636363636,1655,223,218,178,0.9775784753363229,0.7982062780269058,1713,222,215,172,0.9684684684684685,0.7747747747747747,883,758,0.11788491446345256,948,1653,0.24786324786324787,956,1551,0.22930218805440566,0.7639477911456285,37.8,41,11.5,11.4,59,6430,6764,4015,4029,2415,2735,1262,1602,0.1962674961119751,0.23684210526315788,0.04057460915118277,1274,194,1719,188,-6,2,Metro,0.23691969705729318,0.2393478637914089,0.27472972191709544,17297,23,10.4,2.5,8.1,5.5,18.1,3,11.4,5.9,0.7,4.6,3.8,22.1,6.4,5,5.3,8.1,0.9077463598571428,0.3101730597142857,0.028542503383918918,"0,4685661",20,"3,0","ViaSat, Inc.",60
48147,Fannin County,0.52,0.52,0.170625943,5304,6209,0.3901,0.4302,0.436577134,14222,8013,0.0465,0.0064,0.61,0.19,Texas,0.841306984,2.950499058,1.984773517,3.5911026,4.46370554,3.648269415,3.575511932,0.632417738,0.645792007,0.453239322,1.159092039,0.775706708,1.149453036,1.144633442,37.968853,31.51140213,6.457450867,0.18450936900863213,0.17539929903378101,0.172615956205294,0.14371269941336226,4746,458,443,362,0.9672489082969432,0.7903930131004366,5289,488,476,375,0.9754098360655737,0.7684426229508197,5438,492,479,377,0.9735772357723578,0.766260162601626,2292,2219,0.16895081467945788,2565,4035,0.2837153705526649,2607,4590,0.30484160191273163,0.792494331612232,39,30.2,12.4,17.6,69.8,13134,15057,7191,8434,5943,6623,3646,4373,0.27760012182122734,0.2904297004715415,0.012829578650314144,3606,377,3650,402,25,6,Nonmetro,0.24452328659120348,0.25347750183026413,0.2527453961817875,35514,15,11,5.8,4.4,9,14.2,2.9,10.5,4.9,1.2,5.7,5.9,26.2,4,4,7,8.2,3.0078812922857145,0.8514763274285714,0.16905933091526734,"0,4239588",6,"2,0","ViaSat, Inc.",60
48149,Fayette County,0.54,0.54,0.171720396,6266,7342,0.4197,0.4367,0.426117237,17230,9888,0.0064,-0.0106,0.94,0.24,Texas,0.71861577,3.014974594,1.726283669,1.572485089,2.923040867,1.61556685,1.619157076,0.781026304,0.770805717,0.393432081,0.714798551,0.66020447,0.682023913,0.724162674,46.00426102,50.91828537,-4.914024353,0.13426791062601026,0.19609378106737338,0.1823211612184203,0.1525525207028714,6837,740,719,556,0.9716216216216216,0.7513513513513513,7134,768,746,570,0.9713541666666666,0.7421875,7078,771,751,579,0.9740596627756161,0.7509727626459144,2437,2078,0.12727384087707477,2647,4845,0.2811955890887986,2669,4256,0.2392355255761664,0.7419169900526615,39.4,38.3,12.9,9.2,61.7,16327,17790,9424,9974,6903,7816,4347,5268,0.2662460954247565,0.29612141652613827,0.029875321101381747,6702,594,6742,645,51,6,Nonmetro,0.30178331886688237,0.212577921565533,0.20125463583997474,25346,15.799999999999997,13.5,4.6,7.6,8.8,12.2,3.2,11,8.2,0.9,7.1,5.8,16.2,10.3,4.7,3.9,10.9,1.8843034164285715,0.6752076728571429,0.16630884340366883,"0,4922441",25,"3,0","ViaSat, Inc.",60
48151,Fisher County,0.6,0.61,-0.030451866,1018,987,0.475,0.4774,0.493253373,2001,1014,0.0183,0.0159,0.08,0.03,Texas,0.467897058,1.143748403,2.261502504,1.584158421,1.470573425,1.512151241,1.494149446,0.231585398,0.2599428,0.493891358,0.324235111,0.296742201,0.306549552,0.312444731,18.61745071,32.86930466,-14.25185394,0.18109399971574744,0.04771615339306086,0,0.06447002179269175,514,69,66,58,0.9565217391304348,0.8405797101449275,476,69,65,56,0.9420289855072463,0.8115942028985508,472,65,63,53,0.9692307692307692,0.8153846153846154,235,199,0.10321576763485477,257,433,0.21639180409795103,250,421,0.21177062374245473,0.8371914893617021,40.1,31.7,11.9,15.9,68.3,1928,1988,994,974,934,1014,403,473,0.20902489626556017,0.23792756539235413,0.028902669126793956,407,56,323,65,9,8,Nonmetro,0.2723237597911227,0.20939947780678853,0.21070496083550913,3830,14.099999999999994,14.4,3.8,15.7,5,9.7,0.6,9.1,5,1.2,4,4.3,25.6,5.8,8.5,5.6,12,1.4191686425714285,0.3179130215714286,0.07332004372537501,"0,3604287",15,"2,0","ViaSat, Inc.",60
48153,Floyd County,0.58,0.59,-0.078884462,1255,1156,0.3594,0.3737,0.391731616,2951,1795,0.0323,0.018,0.49,0.07,Texas,0.03285151,1.346911907,0.328515112,1.224262595,4.843720913,1.168614268,1.224262595,0.180683315,0.197109073,0.03285151,0.23866347,0.038402457,0.238663494,0.238663494,11.5618,13.81419563,-2.25239563,0.05339951273669476,0.05505710006891638,0.3430516586083434,0.09670503268903761,977,156,154,134,0.9871794871794872,0.8589743589743589,947,143,140,122,0.9790209790209791,0.8531468531468531,939,143,141,123,0.986013986013986,0.8601398601398601,339,287,0.09818679438932604,397,652,0.2209420535411725,384,633,0.21163490471414242,0.8018298303834809,35.9,26.5,30.3,8.3,73.5,2923,2991,1792,1812,1131,1179,622,649,0.21279507355456723,0.21698428619190907,0.004189212637341844,1062,204,661,85,-119,6,Nonmetro,0.21708683473389356,0.22864145658263305,0.23354341736694678,5712,26.5,12.2,3.8,21.3,5,3.7,1.9,9,9.5,0.3,4.3,5.9,24.3,5.8,3.4,5.8,9.3,1.4527341285714286,0.16643383042857143,0.13705332602574805,"0,4226444",15,"2,0","ViaSat, Inc.",60
48155,Foard County,0.64,0.65,-0.098557692,416,375,0.4771,0.4788,0.469924812,798,423,-0.0072,-0.0089,0.99,0.12,Texas,2.121212006,0.75757575,6.893939495,0.958530903,0.928261518,0.918171704,0.918171704,0.303030312,0.303030312,1.363636374,0.245619775,0.21188578,0.253807125,0.245619775,16.25139999,2.6208992,13.63050079,0.13883873311540637,0.23858076696530428,0.06717095413310221,0.18535131265398877,150,27,27,24,1,0.8888888888888888,137,25,22,22,0.88,0.88,148,24,21,21,0.875,0.875,114,71,0.09305373525557012,114,183,0.22932330827067668,108,186,0.22962962962962963,1.0994152046783627,50.3,31.1,8.4,7,68.9,763,810,392,431,371,379,202,209,0.26474442988204455,0.2580246913580247,-0.006719738524019858,174,21,232,48,27,9,Nonmetro,0.283982683982684,0.21471861471861473,0.18528138528138527,1155,22.5,12.8,3.4,14,9.5,5.8,3.3,15.7,7,0,4.7,3.9,21.2,4,6.4,4.5,14.3,1.92798044,0.4180899218571429,0.15748544171695042,"0,5091830",25,"3,0","ViaSat, Inc.",60
48157,Fort Bend County,0.38,0.33,1.34489025,48975,114841,0.3418,0.3651,0.373595451,307394,192553,0.0318,0.0085,0.9,0.76,Texas,3.315948963,6.594604015,8.629979134,7.517974854,10.34651566,7.575005531,7.561313152,1.150383949,1.19545567,1.610223532,1.50012495,1.758576751,1.444439311,1.443274692,74.67248535,77.50254822,-2.830062866,0.37157423428808617,0.4173764195812308,0.4832912386359556,0.4899929425472121,128963,10259,9796,7729,0.95486889560386,0.7533872697143971,169355,13459,12841,10228,0.9540827698937514,0.7599375882309235,176213,13982,13356,10701,0.9552281504791875,0.7653411529108854,55081,47329,0.1932916220830032,74402,130300,0.42388595743573393,80262,126675,0.37550690096755834,0.7190068556866396,80.8,7.9,7.7,10.3,92.1,244858,337344,156089,204038,88769,133306,87634,132169,0.3578972302313994,0.3917929472585847,0.0338957170271853,136416,8727,198572,11558,2831,1,Metro,0.19394521047496083,0.2926999043967633,0.25224840086338596,811688,9.799999999999997,28.3,17.8,5,5.8,8.7,3.5,11.1,4.9,1.6,7.1,13.5,24.8,6.8,4.2,3,5.8,7.3630487584285715,1.443211265,0.44055870876312114,"0,5097311",25,"3,0","ViaSat, Inc.",60
48159,Franklin County,0.55,0.54,-0.316853933,2670,1824,0.4944,0.3409,0.361761206,5042,3218,-0.1326,0.0209,0.69,0.18,Texas,3.074449062,2.327121258,5.921861649,3.29795289,3.316906929,3.340598822,3.411675453,0.413500994,0.435152769,0.96490401,0.782518461,0.838703573,0.742594013,0.715977792,30.32600021,28.12852478,2.197475433,0.04232888204737999,0.04273088363557689,0.23245678508983686,0.1029729514744382,5626,175,167,131,0.9542857142857143,0.7485714285714286,6581,166,159,126,0.95783132530120485,0.7590361445783133,6690,162,155,120,0.9567901234567902,0.7407407407407407,767,748,0.16349726775956283,912,1641,0.3254660848869496,932,1671,0.3201149425287356,0.8176902932667827,45.6,22.3,22.9,13,77.7,4575,5220,2999,3299,1576,1921,1106,1456,0.24174863387978143,0.2789272030651341,0.037178569185352645,5748,161,6675,157,-4,7,Nonmetro,0.26927738927738926,0.22545454545454546,0.21044289044289044,10725,11.299999999999997,17.4,6.2,7.1,8.8,11.8,2.1,13.1,7.4,0.5,6.9,4,24.1,7.6,3.8,2.9,11.8,3.527223723285714,0.6990502302857143,0.10512237556180798,"0,3913777",10,"2,0","PEOPLES TELEPHONE COOPERATIVE, INC.",60
48161,Freestone County,0.55,0.54,-0.079795396,3910,3598,0.458,0.3538,0.397964827,9041,5443,-0.06,0.0442,0.34,0.13,Texas,0.551442444,1.613479733,1.48072505,2.177352667,1.969572067,2.207488775,2.23762536,0.32990938400000003,0.352310449,0.393158019,0.452550733,0.51256907,0.466264412,0.497120107,9.552280426,34.56168365,-25.00940323,0.16558747986241126,0.11301194224672309,0.15008510064115024,0.26146175504813873,3854,365,348,265,0.9534246575342465,0.726027397260274,3624,371,358,279,0.9649595687331537,0.7520215633423181,3265,375,366,286,0.976,0.7626666666666667,1223,1112,0.11344623546215059,1328,2219,0.24543745160933525,1304,2313,0.2552980132450331,0.8645334313189431,38.8,32.7,17,15.1,67.3,9802,9060,6296,5255,3506,3805,2136,2441,0.21791471128341156,0.2694260485651214,0.05151133728170987,5159,379,5885,341,-38,7,Nonmetro,0.2474007201906984,0.25718922757011714,0.21986103362580514,19717,17.799999999999997,9.7,3.4,11.4,7,7.9,2.5,8,7.2,1.5,5.8,7.6,20.2,9.9,4.9,6.1,7,1.7482408708571429,0.42912602485714285,0.17253656944960583,"0,4846493",20,"1,5","ViaSat, Inc.",60
48163,Frio County,0.55,0.55,0.316906229,1461,1924,0.2562,0.2312,0.206592935,9313,7389,-0.0496,-0.0246,0.99,0.22,Texas,0.269658059,0.604034066,0.593247771,0.873005033,1.867125154,0.859364331,0.859364331,0.141891509,0.140222192,0.145615354,0.271564024,0.648472309,0.248550111,0.248550135,14.78733349,32.6334343,-17.84609985,0.2098725035465445,0.19911627919660735,0.33948563305108415,0.3756453269787505,4918,300,280,206,0.9333333333333333,0.6866666666666666,5079,327,308,222,0.9418960244648318,0.6788990825688074,5373,324,304,224,0.9382716049382716,0.691358024691358,957,805,0.09194745859508852,995,1770,0.1900569096961237,1015,1808,0.1764935572042171,0.9401104642483952,46.4,39.8,9.1,5.4,60.2,8755,10244,6883,8244,1872,2000,1330,1435,0.1519131924614506,0.14008199921905506,-0.011831193242395538,4390,238,3958,275,37,6,Nonmetro,0.15965724416428642,0.23037525854427263,0.36235595390524966,20306,33.400000000000006,5.4,1.7,17,9,5.2,2.8,9.9,7.5,0,3.1,5.2,21.1,7.2,3.5,8.6,6.5,0.8465426778571429,0.2635522334285714,0.28102993569324664,"0,4851706",25,"2,0","ViaSat, Inc.",60
48165,Gaines County,0.57,0.56,0.760387253,2479,4364,0.3459,0.3802,0.394753505,11055,6691,0.0489,0.0146,0.62,0.17,Texas,0.302797019,1.005901933,1.077752113,1.68205297,1.220262408,1.68205297,1.689876318,0.186354175,0.169361055,0.195021808,0.318525685,0.213959455,0.295773847,0.312837726,43.56496811,52.61136627,-9.046398163,0.11714518106612412,0.08675664253283792,0.20524458207336788,0.14314259789119924,3534,374,362,280,0.9679144385026738,0.7486631016042781,4664,447,431,331,0.9642058165548099,0.7404921700223713,4949,464,444,341,0.9568965517241379,0.7349137931034483,1529,1342,0.14311613522448544,1942,3100,0.2804161013116237,2336,4118,0.3607533946561542,0.885144624026806,52,23.9,16.4,12.4,76.1,9377,11415,6028,6853,3349,4562,2797,3963,0.29828303295297004,0.3471747700394218,0.04889173708645178,2363,241,4038,409,168,7,Nonmetro,0.14949748743718594,0.22236180904522612,0.2629815745393635,21492,38.8,9.1,3.3,21.7,17.9,4.8,3.3,6.5,7,1.4,3.3,1.9,19.2,4.7,5.7,2.7,12.4,1.2372422472857143,0.24169053585714284,0.1380722508908823,"0,4317757",15,"2,0","ViaSat, Inc.",60
48167,Galveston County,0.34,0.32,0.6520823,24204,39987,0.2062,0.2575,0.25285343,158143,118156,0.0467,-0.0046,0.94,0.56,Texas,2.694564104,5.253032684,6.016821384,4.468388081,4.541735649,4.400315762,4.373866081,0.963108361,0.970793486,1.146636605,0.855417643,0.909475923,0.822611619,0.820151065,49.30756378,52.85861206,-3.551048279,0.3704435207895317,0.4099576197335845,0.48596524827981474,0.5160862296241636,79356,5299,5056,3893,0.9541422909983016,0.7346669182864691,87056,5913,5629,4251,0.9519702350752579,0.7189244038559107,85722,5945,5659,4313,0.951892346509672,0.7254835996635829,21111,20607,0.1455111638351057,25591,43513,0.2751497062784948,27099,49047,0.29961881024813986,0.8337929950719434,67.8,17,11.5,6.1,83,141618,163698,104186,117713,37432,45985,36881,45433,0.2604259345563417,0.27754157045290717,0.01711563589656545,70400,4040,79183,4650,610,1,Metro,0.2254551512689287,0.2598125323333499,0.25978622723512956,342139,11.799999999999997,19.8,10.2,2.3,8.3,9.8,2.4,9.4,4.6,1.1,5.9,11.7,25,10.1,5,4.3,6.3,4.535531963571429,0.9268849574285715,0.44561315460677364,"0,4623965",18,"1,3","SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",60
48169,Garza County,0.59,0.59,0.02893617,1175,1209,0.4207,0.3537,0.38478676,3142,1933,-0.0359,0.0311,0.89,0.12,Texas,0.015119444,1.254913807,0.302388877,9.259259224,9.259259224,9.259259224,9.259259224,0.36286664,0.36286664,0.015119444,0.383408857,1.388888836,0.418264186,0.400836533,NA,NA,1.118499756,0.19834104730772337,0,0,0.09267565632699439,1293,124,119,94,0.9596774193548387,0.7580645161290323,1230,129,125,98,0.9689922480620154,0.7596899224806202,1233,122,117,93,0.9590163934426229,0.7622950819672131,356,322,0.10648148148148148,364,627,0.19955442393380013,365,622,0.2029363784665579,0.7996152070186241,64.6,21.5,9.5,6.8,78.5,3024,3065,1953,1973,1071,1092,830,849,0.2744708994708995,0.2769983686786297,0.0025274692077302263,803,90,1331,118,28,6,Nonmetro,0.1690480012843153,0.26360571520308235,0.36651147856798844,6229,38.6,9.9,4,11.7,8.1,6.6,0.6,5.4,4.5,1.2,2.5,6.2,20.1,13.6,6.8,12.7,7.8,5.515637003428571,0.4760358765714286,0.07275417590867944,"0,4447884",15,"3,0","ViaSat, Inc.",60
48171,Gillespie County,0.54,0.54,0.669030733,5499,9178,0.4204,0.4316,0.443831907,20679,11501,0.0234,0.0122,0.88,0.43,Texas,7.376029968,10.62490273,19.66034508,9.599914551,7.389152527,9.751529694,9.801473618,1.690037847,1.72159183,3.672470093,1.893148012,1.563252211,1.83190424,1.849917136,48.93574905,66.79029846,-17.85454941,0.3400768968444785,0.3453026627242759,0.41361941080574033,0.43816150859625763,8055,904,886,713,0.9800884955752213,0.7887168141592921,9635,1027,1004,775,0.9776046738072055,0.7546251217137293,9822,1049,1023,783,0.9752144899904671,0.7464251668255482,3342,3277,0.17929638343272966,3793,7019,0.33942647129938586,3918,7178,0.3416305744609966,0.851506603504701,48.1,22.4,14.3,18.2,77.6,18277,21011,10197,11766,8080,9245,6410,7567,0.3507140121464135,0.36014468611679595,0.009430673970382442,6723,820,8006,824,4,7,Nonmetro,0.30669186305024454,0.19838446717059433,0.18371127908700163,26988,10.599999999999994,24.8,9,6.6,11.9,6.7,1.4,11.8,3.4,2.1,5.4,7.1,20,16.2,4.7,2.7,16.6,10.600478309714285,2.0317601955714286,0.3842901197426881,"0,4620192",12,"1,3","ViaSat, Inc.",60
48173,Glasscock County,0.64,0.65,0.560913706,394,615,0.4442,0.4365,0.530172414,1160,545,0.086,0.0937,0.78,0.23,Texas,9.816440582,0.638467669,NA,1.161628366,1.154666066,1.189204097,1.18575716,-0.090816513,0.079808459,4.948124409,0.23784081,0.236117691,0.244734739,0.248181727,60.14989853,66.57540131,-6.425502777,0.23139788852567728,0.16517130020674914,0,0.3954161336618427,184,20,20,15,1,0.75,328,35,32,26,0.9142857142857143,0.7428571428571429,365,38,37,29,0.9736842105263158,0.7631578947368421,122,81,0.09429569266589057,147,249,0.21465517241379312,145,257,0.20380650277557494,1.10847936687394,57.4,22.9,10.9,11.6,77.1,859,1261,479,620,380,641,240,493,0.27939464493597205,0.3909595559080095,0.11156491097203747,128,19,291,53,34,8,Nonmetro,0.20156139105748758,0.2576295244854507,0.2739531582682754,1409,28.900000000000006,16,7.2,46.8,7.1,4.2,2.4,0.9,7.1,0,2.6,6.2,15.4,0,2.7,4.6,8.1,2.5243606566666665,0.8434273317142857,0.19799633059856728,"0,4409367",2,"1,3","ViaSat, Inc.",60
48175,Goliad County,0.58,0.58,0.321541377,1583,2092,0.5204,0.5277,0.578699862,3615,1523,0.0583,0.051,0.94,0.06,Texas,0.308187068,1.16575098,1.071954966,1.737413645,4.430903435,1.717670202,1.776900291,0.129527882,0.160793245,0.174192682,0.338241155,2.515361071,0.346199749,0.342220441,23.74550056,44.47489929,-20.72940063,0.043387104098564486,0.058033159532101045,0.16684398284673777,0.15264225747975546,976,123,121,101,0.983739837398374,0.8211382113821138,841,124,122,107,0.9838709677419355,0.8629032258064516,956,132,128,108,0.9696969696969697,0.8181818181818182,554,527,0.1450192625206384,654,1166,0.32254495159059476,669,1187,0.3159435719989353,0.8230264471461797,27.1,36.2,18.2,19.9,63.8,3634,3757,1702,1589,1932,2168,875,1106,0.24078150798018713,0.29438381687516635,0.05360230889497922,750,112,604,90,-22,3,Metro,0.2935492295638548,0.22721337163750327,0.20814834160355183,7658,12.400000000000006,12.3,5.3,14,2.9,13.5,1.9,10.2,7.8,3.5,3,6.1,23.4,7.1,2.7,3.9,8.8,1.7441115124285715,0.5723623178571429,0.1052266259892897,"0,4439731",12,"1,3","SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",60
